Země;PSČ;SK-Město;SK-Kraj;SK-Okres;Latitude;Longtitude
SK;04411;Ždaňa;Košický kraj;Košice-okolie;48.6013;21.3491
SK;04411;Skároš;Košický kraj;Košice-okolie;48.5876;21.3761
SK;04411;Trstené pri Hornáde;Košický kraj;Košice-okolie;48.5755;21.3343
SK;04412;Vyšný Klátov;Košický kraj;Košice-okolie;48.7448;21.1246
SK;04412;Nižný Klátov;Košický kraj;Košice-okolie;48.7292;21.142
SK;04412;Hýľov;Košický kraj;Košice-okolie;48.7303;21.106
SK;04413;Valaliky;Košický kraj;Košice-okolie;48.6358;21.2988
SK;04413;Bernátovce;Košický kraj;Košice-okolie;48.641;21.2996
SK;04413;Všechsvätých;Košický kraj;Košice-okolie;48.6382;21.303
SK;04413;Košťany;Košický kraj;Košice-okolie;48.6326;21.3023
SK;04413;Kokšov - Bakša;Košický kraj;Košice-okolie;48.6455;21.324
SK;04413;Buzice;Košický kraj;Košice-okolie;48.6462;21.2973
SK;04414;Gyňov;Košický kraj;Košice-okolie;48.5886;21.3037
SK;04414;Čaňa;Košický kraj;Košice-okolie;48.6099;21.3262
SK;04414;Geča č. 107-110;Košický kraj;Košice-okolie;48.5993;21.315
SK;04415;Nižná Myšľa;Košický kraj;Košice-okolie;48.6239;21.3651
SK;04415;Vyšná Myšľa;Košický kraj;Košice-okolie;48.6353;21.3889
SK;04416;Blažice;Košický kraj;Košice-okolie;48.6672;21.4106
SK;04416;Nižný Čaj;Košický kraj;Košice-okolie;48.6659;21.3969
SK;04416;Bohdanovce;Košický kraj;Košice-okolie;48.6561;21.4009
SK;04416;Vyšný Čaj;Košický kraj;Košice-okolie;48.6835;21.3989
SK;04416;Rákoš;Košický kraj;Košice-okolie;48.6428;21.4273
SK;04417;Nový Salaš;Košický kraj;Košice-okolie;48.6113;21.473
SK;04417;Slančík;Košický kraj;Košice-okolie;48.6611;21.4906
SK;04417;Slanská Huta;Košický kraj;Košice-okolie;48.5989;21.4644
SK;04417;Slanec;Košický kraj;Košice-okolie;48.6359;21.4772
SK;04418;Kalša;Košický kraj;Košice-okolie;48.6142;21.5236
SK;04418;Slanské Nové Mesto;Košický kraj;Košice-okolie;48.6314;21.5233
SK;04419;Olšovany;Košický kraj;Košice-okolie;48.7069;21.4071
SK;04419;Ruskov;Košický kraj;Košice-okolie;48.6819;21.4324
SK;04419;Ďurkov;Košický kraj;Košice-okolie;48.6944;21.4197
SK;04420;Malá Ida;Košický kraj;Košice-okolie;48.6748;21.1679
SK;04420;Bukovec;Košický kraj;Košice-okolie;48.7103;21.1518
SK;04421;Hodkovce;Košický kraj;Košice-okolie;48.6792;21.1001
SK;04421;Nováčany;Košický kraj;Košice-okolie;48.6902;21.072
SK;04421;Šemša;Košický kraj;Košice-okolie;48.6762;21.1137
SK;04423;Jasov;Košický kraj;Košice-okolie;48.6826;20.9757
SK;04423;Rudník;Košický kraj;Košice-okolie;48.6946;21.0097
SK;04424;Poproč;Košický kraj;Košice-okolie;48.7117;20.9752
SK;04425;Nižný Medzev;Košický kraj;Košice-okolie;48.7004;20.8937
SK;04425;Baňa Lucia;Košický kraj;Košice-okolie;48.7216;20.9273
SK;04425;Medzev;Košický kraj;Košice-okolie;48.7004;20.8937
SK;04425;Vyšný Medzev;Košický kraj;Košice-okolie;48.714;20.9029
SK;04426;Štós - kúpele;Košický kraj;Košice-okolie;48.7211;20.7912
SK;04426;Štós;Košický kraj;Košice-okolie;48.7082;20.7909
SK;04431;Malá Vieska;Košický kraj;Košice-okolie;48.8055;21.245
SK;04431;Družstevná pri Horn.;Košický kraj;Košice-okolie;48.8051;21.2404
SK;04431;Tepličany;Košický kraj;Košice-okolie;48.797;21.2571
SK;04431;Kostoľany n/Hornádom;Košický kraj;Košice-okolie;48.8051;21.2404
SK;04431;Sokoľ;Košický kraj;Košice-okolie;48.8127;21.2193
SK;04432;Malá Lodina;Košický kraj;Košice-okolie;48.878;21.1333
SK;04441;Zdoba;Košický kraj;Košice-okolie;48.7077;21.3315
SK;04441;Sady nad Torysou;Košický kraj;Košice-okolie;48.7081;21.3418
SK;04441;Košická Polianka;Košický kraj;Košice-okolie;48.7081;21.3418
SK;04441;Byster;Košický kraj;Košice-okolie;48.7085;21.3521
SK;04442;Hrašovík;Košický kraj;Košice-okolie;48.7467;21.3213
SK;04442;Beniakovce;Košický kraj;Košice-okolie;48.7682;21.3162
SK;04442;Rozhanovce;Košický kraj;Košice-okolie;48.7503;21.3446
SK;04442;Košické Oľšany;Košický kraj;Košice-okolie;48.732;21.3446
SK;04443;Vajkovce;Košický kraj;Košice-okolie;48.7829;21.3238
SK;04443;Budimír;Košický kraj;Košice-okolie;48.7995;21.3016
SK;04444;Ploské;Košický kraj;Košice-okolie;48.815;21.3257
SK;04444;Nová Polhora;Košický kraj;Košice-okolie;48.8103;21.3413
SK;04444;Kráľovce;Košický kraj;Košice-okolie;48.8025;21.3286
SK;04444;Chrastné;Košický kraj;Košice-okolie;48.7937;21.3514
SK;04444;Ortáše;Košický kraj;Košice-okolie;48.8302;21.3597
SK;04445;Bidovce;Košický kraj;Košice-okolie;48.7362;21.4395
SK;04445;Vyšná Kamenica;Košický kraj;Košice-okolie;48.7785;21.4856
SK;04445;Žírovce;Košický kraj;Košice-okolie;48.7932;21.4681
SK;04445;Nižná Kamenica;Košický kraj;Košice-okolie;48.7623;21.481
SK;04445;Borda;Košický kraj;Košice-okolie;48.7541;21.5075
SK;04445;Herľany;Košický kraj;Košice-okolie;48.7998;21.4766
SK;04445;Ďurďošík;Košický kraj;Košice-okolie;48.7683;21.4649
SK;04445;Svinica;Košický kraj;Košice-okolie;48.7348;21.4663
SK;04445;Trsťany;Košický kraj;Košice-okolie;48.7598;21.4084
SK;04445;Čakanovce;Košický kraj;Košice-okolie;48.7668;21.4433
SK;04445;Bačkovík;Košický kraj;Košice-okolie;48.7828;21.4316
SK;04445;Košický Klečenov;Košický kraj;Košice-okolie;48.7396;21.5065
SK;04445;Rankovce;Košický kraj;Košice-okolie;48.812;21.4639
SK;04447;Kecerovské Kostoľany;Košický kraj;Košice-okolie;48.8333;21.4167
SK;04447;Kecerovce;Košický kraj;Košice-okolie;48.8294;21.4189
SK;04447;Boliarov;Košický kraj;Košice-okolie;48.8027;21.4325
SK;04447;Kecerovské Pekľany;Košický kraj;Košice-okolie;48.8333;21.4167
SK;04447;Čižatice;Košický kraj;Košice-okolie;48.7955;21.3924
SK;04447;Opiná;Košický kraj;Košice-okolie;48.8544;21.427
SK;04447;Bunetice;Košický kraj;Košice-okolie;48.8294;21.4189
SK;04447;Kecerovský Lipovec;Košický kraj;Košice-okolie;48.8453;21.4348
SK;04447;Mudrovce;Košický kraj;Košice-okolie;48.8281;21.4494
SK;04447;Vtáčkovce;Košický kraj;Košice-okolie;48.8429;21.382
SK;04455;Komárovce;Košický kraj;Košice-okolie;48.5741;21.1204
SK;04455;Veľká Ida;Košický kraj;Košice-okolie;48.596;21.1679
SK;04455;Gomboš;Košický kraj;Košice-okolie;48.585;21.1442
SK;04457;Haniska;Košický kraj;Košice-okolie;48.6199;21.2516
SK;04457;Grajciar;Košický kraj;Košice-okolie;48.6066;21.2388
SK;04457;Sokoľany;Košický kraj;Košice-okolie;48.6089;21.2294
SK;04457;Bočiar;Košický kraj;Košice-okolie;48.591;21.2354
SK;04458;Belža;Košický kraj;Košice-okolie;48.5793;21.2713
SK;04458;Kechnec;Košický kraj;Košice-okolie;48.5504;21.264
SK;04458;Milhosť;Košický kraj;Košice-okolie;48.5387;21.2674
SK;04458;Seňa;Košický kraj;Košice-okolie;48.559;21.2614
SK;04461;Zlatá Idka;Košický kraj;Košice-okolie;48.7534;21.0047
SK;04465;Opátka;Košický kraj;Košice-okolie;48.7879;21.058
SK;04465;Košická Belá;Košický kraj;Košice-okolie;48.8017;21.1113
SK;04471;Paňovce;Košický kraj;Košice-okolie;48.6472;21.0628
SK;04471;Dobogov;Košický kraj;Košice-okolie;48.6138;21.0727
SK;04471;Cestice;Košický kraj;Košice-okolie;48.5914;21.101
SK;04471;Čečejovce;Košický kraj;Košice-okolie;48.595;21.0651
SK;04471;Seleška;Košický kraj;Košice-okolie;48.6215;21.0618
SK;04473;Rešica;Košický kraj;Košice-okolie;48.5425;21.04
SK;04473;Nižný Lánec;Košický kraj;Košice-okolie;48.5362;21.1094
SK;04473;Buzica;Košický kraj;Košice-okolie;48.5322;21.0761
SK;04474;Perín;Košický kraj;Košice-okolie;48.5345;21.1883
SK;04474;Chym;Košický kraj;Košice-okolie;48.5324;21.159
SK;04474;Perín - Chym;Košický kraj;Košice-okolie;48.5324;21.159
SK;04474;Vyšný Lánec;Košický kraj;Košice-okolie;48.5304;21.1297
SK;04481;Obišovce;Košický kraj;Košice-okolie;48.8453;21.2201
SK;04481;Trebejov;Košický kraj;Košice-okolie;48.835;21.2206
SK;04481;Veľká Lodina;Košický kraj;Košice-okolie;48.8453;21.2201
SK;04481;Kysak;Košický kraj;Košice-okolie;48.8556;21.2197
SK;04501;Debraď;Košický kraj;Košice-okolie;48.6507;20.9778
SK;04501;Mokrance;Košický kraj;Košice-okolie;48.596;21.0204
SK;04501;Moldava nad Bodvou;Košický kraj;Košice-okolie;48.6143;20.9996
SK;04501;Budulov;Košický kraj;Košice-okolie;48.5882;20.9924
SK;07101;Vŕbovec;Košický kraj;Michalovce;48.7363;21.9515
SK;07101;Vybúchanec;Košický kraj;Michalovce;48.821;21.8169
SK;07101;Petrovce n/Laborcom;Košický kraj;Michalovce;48.763;21.877
SK;07101;Betlenovce;Košický kraj;Michalovce;48.7193;21.9045
SK;07101;Močarany;Košický kraj;Michalovce;48.7313;21.8821
SK;07101;Michalovce;Košický kraj;Michalovce;48.7543;21.9195
SK;07101;Lesné;Košický kraj;Michalovce;48.8016;21.8154
SK;07101;Žabany;Košický kraj;Michalovce;48.763;21.877
SK;07101;Meďov;Košický kraj;Michalovce;48.763;21.877
SK;07101;Suché;Košický kraj;Michalovce;48.7653;21.8347
SK;07101;Milovaná;Košický kraj;Michalovce;48.763;21.877
SK;07101;Topoľany;Košický kraj;Michalovce;48.7745;21.8911
SK;07201;Krásnovce;Košický kraj;Michalovce;48.7211;21.8842
SK;07201;Šamudovce;Košický kraj;Michalovce;48.7064;21.8869
SK;07201;Pozdišovce;Košický kraj;Michalovce;48.7246;21.8546
SK;07201;Laškovce;Košický kraj;Michalovce;48.7011;21.8513
SK;07202;Tušická Nová Ves;Košický kraj;Michalovce;48.7164;21.7546
SK;07202;Horovce;Košický kraj;Michalovce;48.7047;21.7685
SK;07202;Tušice;Košický kraj;Michalovce;48.7268;21.7507
SK;07203;Moravany;Košický kraj;Michalovce;48.7405;21.7851
SK;07203;Lučkovce;Košický kraj;Michalovce;48.7187;21.7931
SK;07203;Rakovec nad Ondavou;Košický kraj;Michalovce;48.7687;21.7827
SK;07204;Piesky;Košický kraj;Michalovce;48.6667;21.8
SK;07204;Trhovište;Košický kraj;Michalovce;48.6982;21.8047
SK;07204;Bánovce nad Ondavou;Košický kraj;Michalovce;48.6832;21.8124
SK;07205;Kačanov;Košický kraj;Michalovce;48.6122;21.8443
SK;07205;Ložín;Košický kraj;Michalovce;48.6596;21.8352
SK;07205;Bracovce;Košický kraj;Michalovce;48.6462;21.839
SK;07205;Falkušovce;Košický kraj;Michalovce;48.6323;21.8413
SK;07206;Hradištská Moľva;Košický kraj;Michalovce;48.5741;21.8099
SK;07206;Petrikovce;Košický kraj;Michalovce;48.5453;21.861
SK;07206;Markovce;Košický kraj;Michalovce;48.5909;21.8427
SK;07206;Malčice;Košický kraj;Michalovce;48.5779;21.8524
SK;07211;Jastrabie pri Michal;Košický kraj;Michalovce;48.711;22.0109
SK;07211;Iňačovce;Košický kraj;Michalovce;48.6973;22.0319
SK;07211;Čečehov;Košický kraj;Michalovce;48.7248;21.9899
SK;07213;Dolný Les;Košický kraj;Michalovce;48.647;22.0004
SK;07213;Palín;Košický kraj;Michalovce;48.6577;21.9877
SK;07213;Senné;Košický kraj;Michalovce;48.6643;22.0231
SK;07213;Stretavka;Košický kraj;Michalovce;48.6225;21.9872
SK;07213;Zemplínska Široká;Košický kraj;Michalovce;48.647;22.0004
SK;07213;Stretava;Košický kraj;Michalovce;48.6434;22.0037
SK;07214;Vysoká nad Uhom;Košický kraj;Michalovce;48.6261;22.0913
SK;07214;Pavlovce nad Uhom;Košický kraj;Michalovce;48.6109;22.069
SK;07214;Ťahyňa;Košický kraj;Michalovce;48.5976;22.0633
SK;07214;Vysocký Dvor;Košický kraj;Michalovce;48.6323;22.1003
SK;07214;Ortov;Košický kraj;Michalovce;48.5835;22.0973
SK;07215;Dúbravka;Košický kraj;Michalovce;48.6359;21.8886
SK;07215;Komanica;Košický kraj;Michalovce;48.646;21.8927
SK;07215;Budkovce;Košický kraj;Michalovce;48.6322;21.9306
SK;07216;Vrbnica;Košický kraj;Michalovce;48.6813;21.8878
SK;07216;Žbince;Košický kraj;Michalovce;48.6671;21.8817
SK;07216;Hatalov;Košický kraj;Michalovce;48.6588;21.889
SK;07216;Ridzina;Košický kraj;Michalovce;48.6691;21.8862
SK;07217;Zemplínske Kopčany;Košický kraj;Michalovce;48.5908;21.9202
SK;07217;Slavkovce;Košický kraj;Michalovce;48.6023;21.9215
SK;07217;Malé Raškovce;Košický kraj;Michalovce;48.5793;21.9188
SK;07221;Voľa;Košický kraj;Michalovce;48.845;21.8508
SK;07221;Stankovce;Košický kraj;Michalovce;48.8369;21.8487
SK;07221;Nacina Ves;Košický kraj;Michalovce;48.8189;21.8546
SK;07222;Pusté Čemerné;Košický kraj;Michalovce;48.8422;21.8166
SK;07222;Krivošťany;Košický kraj;Michalovce;48.8805;21.8525
SK;07222;Pláne;Košický kraj;Michalovce;48.8586;21.8167
SK;07222;Strážske;Košický kraj;Michalovce;48.8735;21.8367
SK;07223;Oreské;Košický kraj;Michalovce;48.8596;21.9046
SK;07223;Zbudza;Košický kraj;Michalovce;48.8144;21.8932
SK;07223;Staré;Košický kraj;Michalovce;48.8614;21.8755
SK;07231;Vinné;Košický kraj;Michalovce;48.8096;21.9676
SK;07231;Trnava pri Laborci;Košický kraj;Michalovce;48.8179;21.9319
SK;07232;Poruba p/Vihorlatom;Košický kraj;Michalovce;48.8175;22.0768
SK;07232;Jovsa;Košický kraj;Michalovce;48.8192;22.0908
SK;07232;Kusín;Košický kraj;Michalovce;48.8158;22.0627
SK;07233;Hnojné;Košický kraj;Michalovce;48.7784;22.0691
SK;07233;Závadka;Košický kraj;Michalovce;48.7661;22.0664
SK;07234;Malé Zalužice;Košický kraj;Michalovce;48.7627;21.9934
SK;07234;Zalužice;Košický kraj;Michalovce;48.7589;22.0088
SK;07234;Hažín;Košický kraj;Michalovce;48.7523;22.0194
SK;07234;Lúčky;Košický kraj;Michalovce;48.7669;22.0389
SK;07234;Veľké Zalužice;Košický kraj;Michalovce;48.7534;21.9834
SK;07236;Zemplínska Šírava;Košický kraj;Michalovce;48.8107;22.0149
SK;07236;Kaluža;Košický kraj;Michalovce;48.8078;21.9999
SK;07236;Klokočov;Košický kraj;Michalovce;48.8136;22.0298
SK;07237;Lastomír;Košický kraj;Michalovce;48.7028;21.9253
SK;07237;Sliepkovce;Košický kraj;Michalovce;48.6726;21.9462
SK;07254;Bajany;Košický kraj;Michalovce;48.6026;22.1088
SK;07671;Čičarovce;Košický kraj;Michalovce;48.54;22.0272
SK;07672;Beša;Košický kraj;Michalovce;48.5356;21.9514
SK;07672;Ižkovce;Košický kraj;Michalovce;48.557;21.9564
SK;07672;Vojany;Košický kraj;Michalovce;48.568;21.9896
SK;07674;Drahňov;Košický kraj;Michalovce;48.5932;21.9659
SK;07675;Veľké Raškovce;Košický kraj;Michalovce;48.5554;21.9107
SK;07675;Oborín;Košický kraj;Michalovce;48.5413;21.8836
SK;07675;Kucany;Košický kraj;Michalovce;48.5324;21.8678
SK;07677;Budince;Košický kraj;Michalovce;48.5447;22.1233
SK;07677;Ruská;Košický kraj;Michalovce;48.5273;22.1407
SK;07677;Veľké Slemence;Košický kraj;Michalovce;48.5091;22.1402
SK;07677;Ptrukša;Košický kraj;Michalovce;48.4872;22.1407
SK;07901;Krišovská Liesková;Košický kraj;Michalovce;48.5726;22.0737
SK;07901;Veľké Kapušany;Košický kraj;Michalovce;48.552;22.0804
SK;07901;Kapušianske Kľačany;Košický kraj;Michalovce;48.5726;22.0737
SK;07901;Krížany;Košický kraj;Michalovce;48.5829;22.031
SK;07901;Kapušianske Vojkovce;Košický kraj;Michalovce;48.5664;22.1406
SK;07901;Čierne Pole;Košický kraj;Michalovce;48.5781;22.0759
SK;07901;Liesková;Košický kraj;Michalovce;48.5835;22.0409
SK;07901;Maťovské Vojkovce;Košický kraj;Michalovce;48.5726;22.0737
SK;04801;Nadabula;Košický kraj;Rožňava;48.6778;20.5185
SK;04801;Čučma;Košický kraj;Rožňava;48.6916;20.5413
SK;04801;Rožňavská Baňa;Košický kraj;Rožňava;48.6718;20.5217
SK;04801;Rožňava;Košický kraj;Rožňava;48.6601;20.5376
SK;04801;Rudná;Košický kraj;Rožňava;48.6578;20.4894
SK;04911;Silická Brezová;Košický kraj;Rožňava;48.5323;20.486
SK;04911;Slavec;Košický kraj;Rožňava;48.5858;20.4673
SK;04911;Plešivec;Košický kraj;Rožňava;48.5458;20.4022
SK;04911;Vidová;Košický kraj;Rožňava;48.5634;20.4411
SK;04912;Tiba;Košický kraj;Rožňava;48.5103;20.375
SK;04912;Čoltovo;Košický kraj;Rožňava;48.495;20.3754
SK;04912;Bohúňovo;Košický kraj;Rožňava;48.514;20.3651
SK;04912;Gemerská Hôrka;Košický kraj;Rožňava;48.535;20.3782
SK;04912;Meliata;Košický kraj;Rožňava;48.5158;20.3316
SK;04921;Betliar;Košický kraj;Rožňava;48.7027;20.5081
SK;04922;Gemerská Poloma;Košický kraj;Rožňava;48.7572;20.3923
SK;04923;Nižná Slaná;Košický kraj;Rožňava;48.7252;20.4093
SK;04923;Nižnoslanská Baňa;Košický kraj;Rožňava;48.7276;20.4041
SK;04923;Henckovce;Košický kraj;Rožňava;48.7129;20.4322
SK;04923;Kobeliarovo;Košický kraj;Rožňava;48.7446;20.3709
SK;04924;Vlachovo;Košický kraj;Rožňava;48.7725;20.416
SK;04924;Gočovo;Košický kraj;Rožňava;48.7593;20.4202
SK;04925;Dobšiná;Košický kraj;Rožňava;48.8207;20.3699
SK;04926;Vyšná Slaná;Košický kraj;Rožňava;48.7861;20.3184
SK;04926;Rejdová;Košický kraj;Rožňava;48.7904;20.2861
SK;04931;Rožňavské Bystré;Košický kraj;Rožňava;48.6652;20.442
SK;04931;Rakovnica;Košický kraj;Rožňava;48.6564;20.4608
SK;04932;Kunova Teplica;Košický kraj;Rožňava;48.6118;20.3807
SK;04932;Rozložná;Košický kraj;Rožňava;48.6172;20.3512
SK;04932;Štítnik;Košický kraj;Rožňava;48.659;20.364
SK;04932;Pašková;Košický kraj;Rožňava;48.5915;20.3837
SK;04932;Honce;Košický kraj;Rožňava;48.6678;20.4052
SK;04932;Gočaltovo;Košický kraj;Rožňava;48.6378;20.3454
SK;04934;Markuška;Košický kraj;Rožňava;48.7284;20.3262
SK;04934;Slavoška;Košický kraj;Rožňava;48.7282;20.3368
SK;04934;Brdárka;Košický kraj;Rožňava;48.7669;20.3389
SK;04934;Hanková;Košický kraj;Rožňava;48.7491;20.314
SK;04935;Ochtiná;Košický kraj;Rožňava;48.6841;20.3275
SK;04935;Roštár;Košický kraj;Rožňava;48.6922;20.3506
SK;04935;Koceľovce;Košický kraj;Rožňava;48.7098;20.3438
SK;04935;Petrovo;Košický kraj;Rožňava;48.7139;20.3642
SK;04936;Slavošovce;Košický kraj;Rožňava;48.713;20.2822
SK;04936;Čierna Lehota;Košický kraj;Rožňava;48.7172;20.2707
SK;04936;Rochovce;Košický kraj;Rožňava;48.7024;20.3013
SK;04941;Krásnohor. Podhradie;Košický kraj;Rožňava;48.682;20.6121
SK;04941;Pača;Košický kraj;Rožňava;48.682;20.6121
SK;04942;Lúčka;Košický kraj;Rožňava;48.6354;20.6855
SK;04942;Lipovník;Košický kraj;Rožňava;48.6291;20.6218
SK;04942;Drnava;Košický kraj;Rožňava;48.6395;20.6567
SK;04942;Bôrka;Košický kraj;Rožňava;48.6324;20.7645
SK;04942;Kováčová;Košický kraj;Rožňava;48.6407;20.699
SK;04943;Hrušov;Košický kraj;Rožňava;48.5824;20.6354
SK;04943;Jablonov nad Turňou;Košický kraj;Rožňava;48.5939;20.6745
SK;04943;Silická Jablonica;Košický kraj;Rožňava;48.5583;20.6086
SK;04944;Hrhov;Košický kraj;Rožňava;48.6063;20.7507
SK;04945;Jovice;Košický kraj;Rožňava;48.631;20.5497
SK;04945;Krásnohor. Dlhá Lúka;Košický kraj;Rožňava;48.631;20.5497
SK;04951;Kružná;Košický kraj;Rožňava;48.638;20.4706
SK;04951;Brzotín;Košický kraj;Rožňava;48.631;20.4957
SK;04952;Silica;Košický kraj;Rožňava;48.5555;20.5221
SK;04955;Dlhá Ves;Košický kraj;Rožňava;48.4949;20.439
SK;04955;Kečovo;Košický kraj;Rožňava;48.4921;20.4848
SK;04955;Ardovo;Košický kraj;Rožňava;48.532;20.4151
SK;04971;Dobšin. Ľad. Jaskyňa;Košický kraj;Rožňava;48.8712;20.3384
SK;04971;Stratená;Košický kraj;Rožňava;48.8712;20.3384
SK;04973;Dedinky;Košický kraj;Rožňava;48.8672;20.3795
SK;04973;Dobšinská Maša;Košický kraj;Rožňava;48.8672;20.3795
SK;98046;Bretka;Košický kraj;Rožňava;48.4884;20.3409
SK;98046;Gemerská Panica;Košický kraj;Rožňava;48.4726;20.3504
SK;07233;Fekišovce;Košický kraj;Sobrance;48.7713;22.0848
SK;07241;Vyšné Remety;Košický kraj;Sobrance;48.8278;22.1678
SK;07241;Remetské Hámre;Košický kraj;Sobrance;48.8497;22.1837
SK;07241;Vyšná Rybnica;Košický kraj;Sobrance;48.8221;22.1773
SK;07242;Úbrež;Košický kraj;Sobrance;48.7863;22.1325
SK;07242;Jasenov;Košický kraj;Sobrance;48.7958;22.1678
SK;07242;Ruskovce;Košický kraj;Sobrance;48.778;22.1635
SK;07243;Blatné Revištia;Košický kraj;Sobrance;48.7383;22.0795
SK;07243;Veľké Revištia;Košický kraj;Sobrance;48.7426;22.1003
SK;07243;Vyšné Revištia;Košický kraj;Sobrance;48.7333;22.1
SK;07243;Gajdoš;Košický kraj;Sobrance;48.7561;22.1214
SK;07244;Blatná Polianka;Košický kraj;Sobrance;48.6895;22.1059
SK;07244;Bunkovce;Košický kraj;Sobrance;48.7249;22.1169
SK;07244;Blatné Remety;Košický kraj;Sobrance;48.7081;22.1041
SK;07251;Krčava;Košický kraj;Sobrance;48.683;22.2458
SK;07251;Sejkov;Košický kraj;Sobrance;48.6818;22.2276
SK;07251;Orechová;Košický kraj;Sobrance;48.7069;22.2238
SK;07251;Vyšné Nemecké;Košický kraj;Sobrance;48.6608;22.2618
SK;07251;Husák;Košický kraj;Sobrance;48.699;22.2879
SK;07251;Močidlá;Košický kraj;Sobrance;48.6863;22.2494
SK;07252;Tašuľa;Košický kraj;Sobrance;48.6595;22.1712
SK;07252;Jenkovce;Košický kraj;Sobrance;48.6556;22.2092
SK;07252;Nižné Nemecké;Košický kraj;Sobrance;48.6535;22.2376
SK;07253;Bežovce;Košický kraj;Sobrance;48.6288;22.1535
SK;07253;Záhor;Košický kraj;Sobrance;48.6249;22.205
SK;07254;Pinkovce;Košický kraj;Sobrance;48.608;22.185
SK;07254;Lekárovce;Košický kraj;Sobrance;48.6032;22.156
SK;07255;Svätuš;Košický kraj;Sobrance;48.6846;22.1413
SK;07255;Porostov;Košický kraj;Sobrance;48.6977;22.1779
SK;07255;Ostrov;Košický kraj;Sobrance;48.7183;22.1635
SK;07255;Kristy;Košický kraj;Sobrance;48.6867;22.1885
SK;07261;Priekopa;Košický kraj;Sobrance;48.7514;22.2762
SK;07261;Vojnatina;Košický kraj;Sobrance;48.7352;22.2299
SK;07261;Kolibabovce;Košický kraj;Sobrance;48.7196;22.2586
SK;07261;Porúbka;Košický kraj;Sobrance;48.7322;22.2654
SK;07262;Koromľa;Košický kraj;Sobrance;48.7159;22.2932
SK;07262;Petrovce;Košický kraj;Sobrance;48.7075;22.3241
SK;07263;Koňuš;Košický kraj;Sobrance;48.7763;22.2691
SK;07263;Choňkovce;Košický kraj;Sobrance;48.779;22.2395
SK;07264;Ruská Bystrá;Košický kraj;Sobrance;48.8557;22.2962
SK;07264;Podhoroď;Košický kraj;Sobrance;48.8183;22.3008
SK;07264;Beňatina;Košický kraj;Sobrance;48.8088;22.3264
SK;07264;Ruský Hrabovec;Košický kraj;Sobrance;48.856;22.3544
SK;07264;Inovce;Košický kraj;Sobrance;48.823;22.359
SK;07301;Horňa;Košický kraj;Sobrance;48.7576;22.1995
SK;07301;Sobranecké Kúpele;Košický kraj;Sobrance;48.7581;22.1918
SK;07301;Sobrance;Košický kraj;Sobrance;48.7445;22.1814
SK;07301;Baškovce;Košický kraj;Sobrance;48.7852;22.2053
SK;07301;Nižná Rybnica;Košický kraj;Sobrance;48.741;22.1463
SK;07301;Hlivištia;Košický kraj;Sobrance;48.8086;22.2206
SK;07301;Komárovce;Košický kraj;Sobrance;48.7322;22.177
SK;07301;Tibava;Košický kraj;Sobrance;48.7376;22.2128
SK;05201;Teplička;Košický kraj;Spišská Nová Ves;48.9092;20.5897
SK;05201;Spišské Tomášovce;Košický kraj;Spišská Nová Ves;48.962;20.4723
SK;05301;Harichovce;Košický kraj;Spišská Nová Ves;49.0033;20.7471
SK;05311;Smižany;Košický kraj;Spišská Nová Ves;48.9545;20.5234
SK;05311;Iliašovce;Košický kraj;Spišská Nová Ves;48.9545;20.5234
SK;05313;Hadušovce;Košický kraj;Spišská Nová Ves;48.9682;20.4742
SK;05313;Arnutovce;Košický kraj;Spišská Nová Ves;48.9789;20.4946
SK;05313;Letanovce;Košický kraj;Spišská Nová Ves;48.9735;20.4844
SK;05315;Betlanovce;Košický kraj;Spišská Nová Ves;48.9756;20.4086
SK;05315;Hrabušice;Košický kraj;Spišská Nová Ves;48.9756;20.4086
SK;05321;Matejovce nad Hornádom;Košický kraj;Spišská Nová Ves;48.92;20.6177
SK;05321;Markušovce;Košický kraj;Spišská Nová Ves;48.9119;20.6307
SK;05321;Lieskovany;Košický kraj;Spišská Nová Ves;48.9281;20.6047
SK;05322;Odorín;Košický kraj;Spišská Nová Ves;48.9337;20.6346
SK;05322;Danišovce;Košický kraj;Spišská Nová Ves;48.9337;20.6346
SK;05322;Jamník;Košický kraj;Spišská Nová Ves;48.9337;20.6346
SK;05323;Rudňany;Košický kraj;Spišská Nová Ves;48.8816;20.6801
SK;05323;Poráč;Košický kraj;Spišská Nová Ves;48.8842;20.7239
SK;05331;Novoveská Huta;Košický kraj;Spišská Nová Ves;48.8312;20.6139
SK;05332;Ráztoky;Košický kraj;Spišská Nová Ves;48.8595;20.5531
SK;05332;Hnilčík;Košický kraj;Spišská Nová Ves;48.8592;20.5745
SK;05332;Bindt;Košický kraj;Spišská Nová Ves;48.8706;20.5788
SK;05340;Slovinky;Košický kraj;Spišská Nová Ves;48.881;20.837
SK;05342;Krompachy;Košický kraj;Spišská Nová Ves;48.9145;20.8751
SK;05342;Kaľava;Košický kraj;Spišská Nová Ves;48.9342;20.8682
SK;05342;Kolinovce;Košický kraj;Spišská Nová Ves;48.9282;20.8524
SK;05361;Oľšavka;Košický kraj;Spišská Nová Ves;48.8953;20.8594
SK;05361;Hodkovce;Košický kraj;Spišská Nová Ves;48.6792;21.1001
SK;05361;Spišské Vlachy;Košický kraj;Spišská Nová Ves;48.9475;20.7957
