Země;PSČ;Obec;Kraj;Okres;Latitude;Longtitude
CZ;41108;Újezd;Ústecký kraj;Litoměřice;50.5;14.4333
CZ;41108;Střížovice;Ústecký kraj;Litoměřice;50.5167;14.3833
CZ;41108;Strachaly;Ústecký kraj;Litoměřice;50.5167;14.4167
CZ;41108;Počeplice;Ústecký kraj;Litoměřice;50.4333;14.4
CZ;41108;Čakovice;Ústecký kraj;Litoměřice;50.4833;14.3667
CZ;41108;Račice;Ústecký kraj;Litoměřice;50.4667;14.35
CZ;41108;Veselí;Ústecký kraj;Litoměřice;50.4833;14.45
CZ;41108;Velešice;Ústecký kraj;Litoměřice;50.4833;14.3667
CZ;41108;Křešov;Ústecký kraj;Litoměřice;50.5;14.4
CZ;41108;Předonín;Ústecký kraj;Litoměřice;50.4333;14.3333
CZ;41108;Mošnice;Ústecký kraj;Litoměřice;50.5333;14.45
CZ;41108;Malešov;Ústecký kraj;Litoměřice;50.5167;14.3167
CZ;41108;Stračí;Ústecký kraj;Litoměřice;50.45;14.4
CZ;41108;Brocno;Ústecký kraj;Litoměřice;50.4833;14.45
CZ;41108;Velký Hubenov;Ústecký kraj;Litoměřice;50.5333;14.4
CZ;41111;Sulejovice;Ústecký kraj;Litoměřice;50.5;14.05
CZ;41112;Čížkovice;Ústecký kraj;Litoměřice;50.4833;14.0333
CZ;41113;Třebenice;Ústecký kraj;Litoměřice;50.4667;13.9833
CZ;41114;Vlastislav;Ústecký kraj;Litoměřice;50.5;13.9667
CZ;41115;Dlažkovice;Ústecký kraj;Litoměřice;50.4667;13.9667
CZ;41115;Lukohořany;Ústecký kraj;Litoměřice;50.4333;13.9333
CZ;41115;Skalice;Ústecký kraj;Litoměřice;50.5;13.9
CZ;41115;Sedlec;Ústecký kraj;Litoměřice;50.45;14.0167
CZ;41115;Lipá;Ústecký kraj;Litoměřice;50.5167;13.9167
CZ;41115;Staré;Ústecký kraj;Litoměřice;50.4833;13.9
CZ;41115;Šepetely;Ústecký kraj;Litoměřice;50.4667;13.9
CZ;41115;Děkovka;Ústecký kraj;Litoměřice;50.4833;13.9333
CZ;41115;Třebívlice;Ústecký kraj;Litoměřice;50.45;13.9
CZ;41115;Jenčice;Ústecký kraj;Litoměřice;50.4833;14.0167
CZ;41115;Teplá;Ústecký kraj;Litoměřice;50.4833;13.9667
CZ;41115;Medvědice;Ústecký kraj;Litoměřice;50.5167;13.9167
CZ;41115;Podsedice;Ústecký kraj;Litoměřice;50.4667;13.95
CZ;41115;Blešno;Ústecký kraj;Litoměřice;50.4833;13.9
CZ;41115;Kololeč;Ústecký kraj;Litoměřice;50.4833;13.9833
CZ;41115;Kocourov;Ústecký kraj;Litoměřice;50.5333;13.9333
CZ;41115;Solany;Ústecký kraj;Litoměřice;50.45;13.9167
CZ;41115;Děčany;Ústecký kraj;Litoměřice;50.4333;13.9167
CZ;41115;Semeč;Ústecký kraj;Litoměřice;50.45;13.9
CZ;41115;Chodovlice;Ústecký kraj;Litoměřice;50.4667;14
CZ;41115;Obřice;Ústecký kraj;Litoměřice;50.4833;13.95
CZ;41115;Lhota;Ústecký kraj;Litoměřice;50.5;13.9
CZ;41115;Pnětluky;Ústecký kraj;Litoměřice;50.4833;13.95
CZ;41115;Mrsklesy;Ústecký kraj;Litoměřice;50.5167;13.9167
CZ;41115;Leská;Ústecký kraj;Litoměřice;50.4833;13.8833
CZ;41115;Dřevce;Ústecký kraj;Litoměřice;50.5;13.8833
CZ;41115;Sutom;Ústecký kraj;Litoměřice;50.5;13.9667
CZ;41115;Chrášťany;Ústecký kraj;Litoměřice;50.4833;13.9333
CZ;41115;Dřemčice;Ústecký kraj;Litoměřice;50.4667;13.9167
CZ;41116;Klapý;Ústecký kraj;Litoměřice;50.4333;14.0167
CZ;41116;Lkáň;Ústecký kraj;Litoměřice;50.45;13.9667
CZ;41117;Libochovice;Ústecký kraj;Litoměřice;50.4;14.0333
CZ;41117;Černiv;Ústecký kraj;Litoměřice;50.45;14.0667
CZ;41117;Levousy;Ústecký kraj;Litoměřice;50.3833;13.9833
CZ;41117;Křesín;Ústecký kraj;Litoměřice;50.4;13.9833
CZ;41117;Slatina;Ústecký kraj;Litoměřice;50.4333;14.0333
CZ;41117;Dubany;Ústecký kraj;Litoměřice;50.4;14.0167
CZ;41117;Radovesice;Ústecký kraj;Litoměřice;50.4167;14.0667
CZ;41117;Poplze;Ústecký kraj;Litoměřice;50.4;14.05
CZ;41117;Žabovřesky nad Ohří;Ústecký kraj;Litoměřice;50.4167;14.1
CZ;41117;Horka;Ústecký kraj;Litoměřice;50.3833;14
CZ;41117;Evaň;Ústecký kraj;Litoměřice;50.3833;14.0333
CZ;41118;Budyně nad Ohří;Ústecký kraj;Litoměřice;50.4;14.15
CZ;41119;Brníkov;Ústecký kraj;Litoměřice;50.3833;14.0833
CZ;41119;Charvatce;Ústecký kraj;Litoměřice;50.4333;13.8167
CZ;41119;Martiněves;Ústecký kraj;Litoměřice;50.3667;14.1667
CZ;41119;Pohořice;Ústecký kraj;Litoměřice;50.3833;14.15
CZ;41119;Radešín;Ústecký kraj;Litoměřice;50.3333;14.15
CZ;41119;Vrbice;Ústecký kraj;Litoměřice;50.35;14.1167
CZ;41119;Mšené-lázně;Ústecký kraj;Litoměřice;50.3738;14.0786
CZ;41119;Podbradec;Ústecký kraj;Litoměřice;50.3667;14.0667
CZ;41120;Ředhošť;Ústecký kraj;Litoměřice;50.35;14.0833
CZ;41120;Ječovice;Ústecký kraj;Litoměřice;50.35;14.05
CZ;41121;Vrbičany;Ústecký kraj;Litoměřice;50.3167;14
CZ;41131;Bílý Újezd;Ústecký kraj;Litoměřice;50.55;13.9833
CZ;41131;Velemín;Ústecký kraj;Litoměřice;50.5333;13.9833
CZ;41132;Milešov;Ústecký kraj;Litoměřice;50.5333;13.9333
CZ;41133;Prackovice nad Labem;Ústecký kraj;Litoměřice;50.5667;14.0333
CZ;41133;Litochovice nad Labem;Ústecký kraj;Litoměřice;50.5667;14.0333
CZ;41141;Pohořany;Ústecký kraj;Litoměřice;50.5667;14.1667
CZ;41141;Žitenice;Ústecký kraj;Litoměřice;50.55;14.1667
CZ;41142;Ploskovice;Ústecký kraj;Litoměřice;50.5667;14.2
CZ;41145;Mukařov;Ústecký kraj;Litoměřice;50.65;14.3
CZ;41145;Libínky;Ústecký kraj;Litoměřice;50.5333;14.2833
CZ;41145;Lhota;Ústecký kraj;Litoměřice;50.5833;14.3333
CZ;41145;Dolní Vysoké;Ústecký kraj;Litoměřice;50.6;14.3
CZ;41145;Náčkovice;Ústecký kraj;Litoměřice;50.65;14.2667
CZ;41145;Zimoř;Ústecký kraj;Litoměřice;50.5833;14.3167
CZ;41145;Lukov;Ústecký kraj;Litoměřice;50.6;14.3667
CZ;41145;Encovany;Ústecký kraj;Litoměřice;50.5333;14.25
CZ;41145;Rochov;Ústecký kraj;Litoměřice;50.55;14.3333
CZ;41145;Držovice;Ústecký kraj;Litoměřice;50.6167;14.3333
CZ;41145;Dolní Šebířov;Ústecký kraj;Litoměřice;50.6333;14.25
CZ;41145;Drahobuz;Ústecký kraj;Litoměřice;50.5333;14.3167
CZ;41145;Horní Chobolice;Ústecký kraj;Litoměřice;50.5833;14.2667
CZ;41145;Jištěrpy;Ústecký kraj;Litoměřice;50.5333;14.2833
CZ;41145;Levínské Petrovice;Ústecký kraj;Litoměřice;50.6333;14.2833
CZ;41145;Bílý Kostelec;Ústecký kraj;Litoměřice;50.6333;14.3333
CZ;41145;Julčín;Ústecký kraj;Litoměřice;50.5333;14.3667
CZ;41145;Touchořiny;Ústecký kraj;Litoměřice;50.6333;14.2333
CZ;41145;Ličenice;Ústecký kraj;Litoměřice;50.6;14.35
CZ;41145;Ostré;Ústecký kraj;Litoměřice;50.5833;14.3667
CZ;41145;Rašovice;Ústecký kraj;Litoměřice;50.5667;14.4
CZ;41145;Srdov;Ústecký kraj;Litoměřice;50.6;14.2833
CZ;41145;Třebutičky;Ústecký kraj;Litoměřice;50.5333;14.25
CZ;41145;Zelený;Ústecký kraj;Litoměřice;50.5859;14.3056
CZ;41145;Dolní Chobolice;Ústecký kraj;Litoměřice;50.5667;14.2833
CZ;41145;Úštěk-Vnitřní Město;Ústecký kraj;Litoměřice;50.5859;14.3056
CZ;41145;Horní Vysoké;Ústecký kraj;Litoměřice;50.6167;14.2833
CZ;41145;Konojedy;Ústecký kraj;Litoměřice;50.6333;14.35
CZ;41145;Hrušovany;Ústecký kraj;Litoměřice;50.5167;14.2833
CZ;41145;Soběnice;Ústecký kraj;Litoměřice;50.5667;14.25
CZ;41145;Dubičná;Ústecký kraj;Litoměřice;50.6167;14.35
CZ;41145;Břehoryje;Ústecký kraj;Litoměřice;50.55;14.3
CZ;41145;Brusov;Ústecký kraj;Litoměřice;50.6333;14.3167
CZ;41145;Starý Týn;Ústecký kraj;Litoměřice;50.6;14.3333
CZ;41145;Mladé;Ústecký kraj;Litoměřice;50.5833;14.2667
CZ;41145;Úštěk-České Předměstí;Ústecký kraj;Litoměřice;50.5859;14.3056
CZ;41145;Úštěk-Českolipské Předměstí;Ústecký kraj;Litoměřice;50.5859;14.3056
CZ;41145;Kalovice;Ústecký kraj;Litoměřice;50.55;14.4
CZ;41145;Vědlice;Ústecký kraj;Litoměřice;50.5167;14.35
CZ;41145;Chotiněves;Ústecký kraj;Litoměřice;50.55;14.2833
CZ;41145;Horní Řepčice;Ústecký kraj;Litoměřice;50.55;14.25
CZ;41145;Trnobrany;Ústecký kraj;Litoměřice;50.5833;14.2833
CZ;41145;Třebín;Ústecký kraj;Litoměřice;50.6333;14.3167
CZ;41145;Habřina;Ústecký kraj;Litoměřice;50.6;14.3167
CZ;41145;Lovečkovice;Ústecký kraj;Litoměřice;50.6333;14.2667
CZ;41145;Levín;Ústecký kraj;Litoměřice;50.6167;14.2833
CZ;41145;Tetčiněves;Ústecký kraj;Litoměřice;50.5667;14.35
CZ;41145;Strážiště;Ústecký kraj;Litoměřice;50.5333;14.3333
CZ;41145;Knínice;Ústecký kraj;Litoměřice;50.65;14.2333
CZ;41146;Liběšice;Ústecký kraj;Litoměřice;50.5667;14.3
CZ;41147;Vrutice;Ústecký kraj;Litoměřice;50.5;14.2833
CZ;41147;Polepy;Ústecký kraj;Litoměřice;50.5;14.2667
CZ;41148;Zahořany;Ústecký kraj;Litoměřice;50.5333;14.2167
CZ;41148;Nučnice;Ústecký kraj;Litoměřice;50.5167;14.2333
CZ;41148;Křešice;Ústecký kraj;Litoměřice;50.5167;14.2167
CZ;41155;Terezín;Ústecký kraj;Litoměřice;50.5167;14.15
CZ;41156;Bohušovice nad Ohří;Ústecký kraj;Litoměřice;50.5;14.15
CZ;41162;Sukorady;Ústecký kraj;Litoměřice;50.5333;14.4333
CZ;41164;Vrbice;Ústecký kraj;Litoměřice;50.4833;14.2833
CZ;41171;Chodouny;Ústecký kraj;Litoměřice;50.4667;14.25
CZ;41172;Hoštka;Ústecký kraj;Litoměřice;50.4833;14.3333
CZ;41172;Kochovice;Ústecký kraj;Litoměřice;50.4833;14.3333
CZ;41173;Chcebuz;Ústecký kraj;Litoměřice;50.4833;14.4333
CZ;41174;Snědovice;Ústecký kraj;Litoměřice;50.5;14.3833
CZ;41181;Brozany nad Ohří;Ústecký kraj;Litoměřice;50.4074;14.2685
CZ;41182;Doksany;Ústecký kraj;Litoměřice;50.45;14.1667
CZ;41183;Hrobce;Ústecký kraj;Litoměřice;50.4667;14.2333
CZ;41183;Židovice;Ústecký kraj;Litoměřice;50.45;14.2333
CZ;41184;Vodochody;Ústecký kraj;Litoměřice;50.3667;14.25
CZ;41184;Straškov-Vodochody;Ústecký kraj;Litoměřice;50.3667;14.25
CZ;41184;Straškov;Ústecký kraj;Litoměřice;50.3667;14.25
CZ;41185;Horní Beřkovice;Ústecký kraj;Litoměřice;50.35;14.35
CZ;41186;Bechlín;Ústecký kraj;Litoměřice;50.4167;14.3333
CZ;41187;Rovné;Ústecký kraj;Litoměřice;50.4;14.3
CZ;41187;Krabčice;Ústecký kraj;Litoměřice;50.4;14.3
CZ;41201;Kamýk;Ústecký kraj;Litoměřice;50.5667;14.0833
CZ;41201;Horní Nezly;Ústecký kraj;Litoměřice;50.5833;14.2333
CZ;41201;Staňkovice;Ústecký kraj;Litoměřice;50.5833;14.1667
CZ;41201;Horní Týnec;Ústecký kraj;Litoměřice;50.6;14.2333
CZ;41201;Travčice;Ústecký kraj;Litoměřice;50.5;14.1833
CZ;41201;Libotenice;Ústecký kraj;Litoměřice;50.4667;14.2333
CZ;41201;Sedlec;Ústecký kraj;Litoměřice;50.55;14.2333
CZ;41201;Nučničky;Ústecký kraj;Litoměřice;50.5;14.2167
CZ;41201;Hlinná;Ústecký kraj;Litoměřice;50.5667;14.1
CZ;41201;Skalice;Ústecký kraj;Litoměřice;50.5667;14.1333
CZ;41201;Myštice;Ústecký kraj;Litoměřice;50.5667;14.1833
CZ;41201;Oleško;Ústecký kraj;Litoměřice;50.4833;14.2
CZ;41201;Nové Kopisty;Ústecký kraj;Litoměřice;50.5;14.1167
CZ;41201;Dolní Nezly;Ústecký kraj;Litoměřice;50.5667;14.2333
CZ;41201;Mlékojedy;Ústecký kraj;Litoměřice;50.5333;14.1167
CZ;41201;Těchobuzice;Ústecký kraj;Litoměřice;50.5667;14.2
CZ;41201;Hrdly;Ústecký kraj;Litoměřice;50.4833;14.1667
CZ;41201;Velký Újezd;Ústecký kraj;Litoměřice;50.55;14.2167
CZ;41201;Litoměřice-Město;Ústecký kraj;Litoměřice;50.5484;14.1686
CZ;41201;Řepnice;Ústecký kraj;Litoměřice;50.5667;14.05
CZ;41201;Řepčice;Ústecký kraj;Litoměřice;50.6167;14.2
CZ;41201;Počaply;Ústecký kraj;Litoměřice;50.5167;14.2
CZ;41201;Litoměřice (Předměstí);Ústecký kraj;Litoměřice;50.5484;14.1686
CZ;41201;Lbín;Ústecký kraj;Litoměřice;50.5833;14.1333
CZ;41201;Třebušín;Ústecký kraj;Litoměřice;50.6;14.2
CZ;41201;Brňany;Ústecký kraj;Litoměřice;50.4833;14.15
CZ;41201;Vinné;Ústecký kraj;Litoměřice;50.5833;14.2
CZ;41201;Maškovice;Ústecký kraj;Litoměřice;50.5667;14.1833
CZ;41201;Podviní;Ústecký kraj;Litoměřice;50.55;14.1833
CZ;41201;Okna;Ústecký kraj;Litoměřice;50.5;14.2333
CZ;41201;Za nemocnicí;Ústecký kraj;Litoměřice;50.5484;14.1686
CZ;41201;Býčkovice;Ústecký kraj;Litoměřice;50.5667;14.2167
CZ;41201;Rohatce;Ústecký kraj;Litoměřice;50.4667;14.2
CZ;41201;Třeboutice;Ústecký kraj;Litoměřice;50.5333;14.2
CZ;41201;Kundratice;Ústecký kraj;Litoměřice;50.5833;14.1
CZ;41201;Tlučeň;Ústecký kraj;Litoměřice;50.5833;14.0833
CZ;41201;Trnovany;Ústecký kraj;Litoměřice;50.55;14.1833
CZ;41201;Kotelice;Ústecký kraj;Litoměřice;50.5833;14.2333
CZ;41201;Malíč;Ústecký kraj;Litoměřice;50.55;14.0833
CZ;41201;Michalovice;Ústecký kraj;Litoměřice;50.5333;14.0833
CZ;41201;Chudoslavice;Ústecký kraj;Litoměřice;50.5833;14.1833
CZ;41201;Miřejovice;Ústecký kraj;Litoměřice;50.55;14.1
CZ;41201;Velké Žernoseky;Ústecký kraj;Litoměřice;50.5333;14.0667
CZ;41201;České Kopisty;Ústecký kraj;Litoměřice;50.5333;14.1667
CZ;41201;Pokratice;Ústecký kraj;Litoměřice;50.5333;14.1333
CZ;41201;Dolní Týnec;Ústecký kraj;Litoměřice;50.6;14.2333
CZ;41301;Rochov;Ústecký kraj;Litoměřice;50.45;14.1167
CZ;41301;Černouček;Ústecký kraj;Litoměřice;50.3667;14.3167
CZ;41301;Vrbka;Ústecký kraj;Litoměřice;50.4;14.15
CZ;41301;Račiněves;Ústecký kraj;Litoměřice;50.3833;14.2167
CZ;41301;Přestavlky;Ústecký kraj;Litoměřice;50.4;14.2
CZ;41301;Hostěnice;Ústecký kraj;Litoměřice;50.4333;14.15
CZ;41301;Mnetěš;Ústecký kraj;Litoměřice;50.3667;14.2833
CZ;41301;Písty;Ústecký kraj;Litoměřice;50.4167;14.15
CZ;41301;Kyškovice;Ústecký kraj;Litoměřice;50.45;14.2833
CZ;41301;Nové Dvory;Ústecký kraj;Litoměřice;50.45;14.1833
CZ;41301;Vražkov;Ústecký kraj;Litoměřice;50.3667;14.2667
CZ;41301;Ctiněves;Ústecký kraj;Litoměřice;50.3833;14.3167
CZ;41301;Vědomice;Ústecký kraj;Litoměřice;50.4333;14.2667
CZ;41301;Záluží;Ústecký kraj;Litoměřice;50.4667;14.3333
CZ;41301;Libkovice pod Řípem;Ústecký kraj;Litoměřice;50.3833;14.35
CZ;41301;Lounky;Ústecký kraj;Litoměřice;50.4833;14.25
CZ;41301;Mastířovice;Ústecký kraj;Litoměřice;50.4833;14.3167
CZ;41301;Břežany nad Ohří;Ústecký kraj;Litoměřice;50.4167;14.1167
CZ;41301;Chvalín;Ústecký kraj;Litoměřice;50.4333;14.2
CZ;41301;Roudnice nad Labem;Ústecký kraj;Litoměřice;50.4167;14.25
CZ;41301;Kostelec nad Ohří;Ústecký kraj;Litoměřice;50.4;14.1
CZ;41301;Brzánky;Ústecký kraj;Litoměřice;50.4667;14.3
CZ;41301;Vesce;Ústecký kraj;Litoměřice;50.4;14.3
CZ;41301;Kozlovice;Ústecký kraj;Litoměřice;50.45;14.3167
CZ;41301;Nížebohy;Ústecký kraj;Litoměřice;50.4167;14.1833
CZ;41301;Kostomlaty pod Řípem;Ústecký kraj;Litoměřice;50.3833;14.3333
CZ;41301;Dolánky nad Ohří;Ústecký kraj;Litoměřice;50.4214;14.2405
CZ;41301;Černěves;Ústecký kraj;Litoměřice;50.45;14.25
CZ;41301;Kleneč;Ústecký kraj;Litoměřice;50.4;14.25
CZ;41301;Bříza;Ústecký kraj;Litoměřice;50.3667;14.2167
CZ;41301;Roudníček;Ústecký kraj;Litoměřice;50.3833;14.1167
CZ;41301;Podlusky;Ústecký kraj;Litoměřice;50.4167;14.2333
CZ;41301;Svařenice;Ústecký kraj;Litoměřice;50.5;14.3
CZ;41301;Dušníky;Ústecký kraj;Litoměřice;50.4333;14.2
CZ;41301;Vetlá;Ústecký kraj;Litoměřice;50.4667;14.3
CZ;41301;Dobříň;Ústecký kraj;Litoměřice;50.4333;14.3
CZ;43801;Stránky;Ústecký kraj;Louny;50.3;13.5833
CZ;43801;Kněžice;Ústecký kraj;Louny;50.2833;13.4333
CZ;43801;Holedeč;Ústecký kraj;Louny;50.2833;13.5667
CZ;43801;Čeradice;Ústecký kraj;Louny;50.3167;13.5
CZ;43801;Kluček;Ústecký kraj;Louny;50.2833;13.6
CZ;43801;Liběšovice;Ústecký kraj;Louny;50.25;13.5
CZ;43801;Rybňany;Ústecký kraj;Louny;50.3333;13.6
CZ;43801;Záhoří;Ústecký kraj;Louny;50.35;13.5167
CZ;43801;Nehasice;Ústecký kraj;Louny;50.3833;13.6
CZ;43801;Dobříčany;Ústecký kraj;Louny;50.3;13.6167
CZ;43801;Drahomyšl;Ústecký kraj;Louny;50.3167;13.65
CZ;43801;Velichov;Ústecký kraj;Louny;50.35;13.55
CZ;43801;Žabokliky;Ústecký kraj;Louny;50.3167;13.4667
CZ;43801;Holedeček;Ústecký kraj;Louny;50.2833;13.5667
CZ;43801;Mory;Ústecký kraj;Louny;50.2833;13.4
CZ;43801;Malá Černoc;Ústecký kraj;Louny;50.2;13.55
CZ;43801;Stroupeč;Ústecký kraj;Louny;50.35;13.5
CZ;43801;Zálužice;Ústecký kraj;Louny;50.3167;13.6
CZ;43801;Číňov;Ústecký kraj;Louny;50.3667;13.4667
CZ;43801;Železná;Ústecký kraj;Louny;50.2667;13.5333
CZ;43801;Libořice;Ústecký kraj;Louny;50.25;13.5167
CZ;43801;Stachov;Ústecký kraj;Louny;50.2167;13.5
CZ;43801;Deštnice;Ústecký kraj;Louny;50.2333;13.6167
CZ;43801;Nečemice;Ústecký kraj;Louny;50.2333;13.6333
CZ;43801;Želeč;Ústecký kraj;Louny;50.2333;13.55
CZ;43801;Kličín;Ústecký kraj;Louny;50.2833;13.4667
CZ;43801;Velká Černoc;Ústecký kraj;Louny;50.2;13.5833
CZ;43801;Chudeřín;Ústecký kraj;Louny;50.3333;13.45
CZ;43801;Neprobylice;Ústecký kraj;Louny;50.2667;13.45
CZ;43801;Lhota;Ústecký kraj;Louny;50.2667;13.6167
CZ;43801;Lipno;Ústecký kraj;Louny;50.3;13.6833
CZ;43801;Veletice;Ústecký kraj;Louny;50.3;13.5833
CZ;43801;Trnovany;Ústecký kraj;Louny;50.3167;13.6
CZ;43801;Větrušice;Ústecký kraj;Louny;50.3;13.4667
CZ;43801;Milčeves;Ústecký kraj;Louny;50.2833;13.5167
CZ;43801;Siřem;Ústecký kraj;Louny;50.2333;13.5
CZ;43801;Dubčany;Ústecký kraj;Louny;50.3;13.6333
CZ;43801;Břežany;Ústecký kraj;Louny;50.35;13.4667
CZ;43801;Žiželice;Ústecký kraj;Louny;50.3667;13.55
CZ;43801;Tatinná;Ústecký kraj;Louny;50.3833;13.6167
CZ;43801;Žatec;Ústecký kraj;Louny;50.3333;13.55
CZ;43801;Hořetice;Ústecký kraj;Louny;50.3833;13.5167
CZ;43801;Sedčice;Ústecký kraj;Louny;50.3167;13.45
CZ;43801;Sádek;Ústecký kraj;Louny;50.25;13.6
CZ;43801;Milošice;Ústecký kraj;Louny;50.2833;13.5333
CZ;43801;Třeskonice;Ústecký kraj;Louny;50.2667;13.65
CZ;43801;Bezděkov;Ústecký kraj;Louny;50;12.9833
CZ;43801;Oploty;Ústecký kraj;Louny;50.2833;13.45
CZ;43801;Radíčeves;Ústecký kraj;Louny;50.2833;13.5167
CZ;43801;Přívlaky;Ústecký kraj;Louny;50.3667;13.4833
CZ;43801;Tvršice;Ústecký kraj;Louny;50.35;13.5833
CZ;43801;Soběchleby;Ústecký kraj;Louny;50.2167;13.5167
CZ;43801;Nové Sedlo;Ústecký kraj;Louny;50.3333;13.4833
CZ;43801;Velemyšleves;Ústecký kraj;Louny;50.4;13.5667
CZ;43801;Zálezly;Ústecký kraj;Louny;50.4167;13.55
CZ;43801;Minice;Ústecký kraj;Louny;50.4;13.5833
CZ;43801;Truzenice;Ústecký kraj;Louny;50.4;13.5833
CZ;43801;Líčkov;Ústecký kraj;Louny;50.2833;13.6333
CZ;43801;Stekník;Ústecký kraj;Louny;50.3333;13.6333
CZ;43901;Černčice;Ústecký kraj;Louny;50.3667;13.85
CZ;43902;Cítoliby;Ústecký kraj;Louny;50.3333;13.8
CZ;43903;Chlumčany;Ústecký kraj;Louny;50.3333;13.85
CZ;43904;Hříškov;Ústecký kraj;Louny;50.3;13.8667
CZ;43905;Panenský Týnec;Ústecký kraj;Louny;50.3;13.9
CZ;43906;Vrbno nad Lesy;Ústecký kraj;Louny;50.3167;13.9167
CZ;43907;Peruc;Ústecký kraj;Louny;50.3333;13.9667
CZ;43908;Pátek;Ústecký kraj;Louny;50.3833;13.9333
CZ;43909;Slavětín;Ústecký kraj;Louny;50.35;13.9167
CZ;43914;Smolnice;Ústecký kraj;Louny;50.3;13.85
CZ;43915;Divice;Ústecký kraj;Louny;50.2833;13.8167
CZ;43915;Vinařice;Ústecký kraj;Louny;50.2667;13.8333
CZ;43921;Koštice;Ústecký kraj;Louny;50.4;13.95
CZ;43922;Chožov;Ústecký kraj;Louny;50.4;13.8667
CZ;43923;Lenešice;Ústecký kraj;Louny;50.3667;13.7667
CZ;43924;Raná;Ústecký kraj;Louny;50.4167;13.7833
CZ;43926;Libčeves;Ústecký kraj;Louny;50.45;13.8333
CZ;43931;Měcholupy;Ústecký kraj;Louny;50.2667;13.55
CZ;43942;Postoloprty;Ústecký kraj;Louny;50.3667;13.7167
CZ;43949;Staňkovice;Ústecký kraj;Louny;50.35;13.5833
CZ;43963;Liběšice;Ústecký kraj;Louny;50.3;13.6167
CZ;43965;Hřivice;Ústecký kraj;Louny;50.2833;13.7333
CZ;43967;Ročov;Ústecký kraj;Louny;50.2708;13.6875
CZ;43968;Domoušice;Ústecký kraj;Louny;50.2333;13.7333
CZ;43969;Tuchořice;Ústecký kraj;Louny;50.2667;13.6667
CZ;43971;Nepomyšl;Ústecký kraj;Louny;50.2167;13.3167
CZ;43972;Krásný Dvůr;Ústecký kraj;Louny;50.25;13.3667
CZ;43975;Libočany;Ústecký kraj;Louny;50.3333;13.5167
CZ;43981;Kryry;Ústecký kraj;Louny;50.1833;13.4333
CZ;43982;Vroutek;Ústecký kraj;Louny;50.1833;13.3833
CZ;43983;Lubenec;Ústecký kraj;Louny;50.15;13.3167
CZ;43984;Blatno;Ústecký kraj;Louny;50.1;13.4
CZ;43985;Černčice;Ústecký kraj;Louny;50.1333;13.4333
CZ;43985;Petrohrad;Ústecký kraj;Louny;50.1333;13.45
CZ;43986;Strojetice;Ústecký kraj;Louny;50.1667;13.4833
CZ;43986;Běsno;Ústecký kraj;Louny;50.1833;13.5167
CZ;43987;Očihov;Ústecký kraj;Louny;50.2;13.4667
CZ;43987;Očihovec;Ústecký kraj;Louny;50.1833;13.4667
CZ;43988;Blšany;Ústecký kraj;Louny;50.2167;13.4667
CZ;44001;Sulec;Ústecký kraj;Louny;50.3167;13.8833
CZ;44001;Jablonec;Ústecký kraj;Louny;50.45;13.8167
CZ;44001;Želevice;Ústecký kraj;Louny;50.4;13.95
CZ;44001;Hřivčice;Ústecký kraj;Louny;50.3333;13.9167
CZ;44001;Vojnice;Ústecký kraj;Louny;50.4167;13.95
CZ;44001;Nečichy;Ústecký kraj;Louny;50.3833;13.8167
CZ;44001;Řisuty;Ústecký kraj;Louny;50.4667;13.8667
CZ;44001;Líšťany;Ústecký kraj;Louny;50.3588;13.8013
CZ;44001;Hořany;Ústecký kraj;Louny;50.3;13.75
CZ;44001;Charvatce;Ústecký kraj;Louny;50.4333;13.8167
CZ;44001;Hradiště;Ústecký kraj;Louny;50.3333;13.6333
CZ;44001;Třtěno;Ústecký kraj;Louny;50.4167;13.8833
CZ;44001;Seletice;Ústecký kraj;Louny;50.3588;13.8013
CZ;44001;Bitozeves;Ústecký kraj;Louny;50.3667;13.65
CZ;44001;Dolejší Hůrky;Ústecký kraj;Louny;50.3588;13.8013
CZ;44001;Mnichovský Týnec;Ústecký kraj;Louny;50.4167;13.8333
CZ;44001;Vrbka;Ústecký kraj;Louny;50.3833;13.7
CZ;44001;Brloh;Ústecký kraj;Louny;50.3167;13.8333
CZ;44001;Skupice;Ústecký kraj;Louny;50.3333;13.7
CZ;44001;Úlovice;Ústecký kraj;Louny;50.2667;13.8
CZ;44001;Chrastín;Ústecký kraj;Louny;50.3667;13.9833
CZ;44001;Veltěže;Ústecký kraj;Louny;50.35;13.8833
CZ;44001;Žerotín;Ústecký kraj;Louny;50.2833;13.9167
CZ;44001;Selibice;Ústecký kraj;Louny;50.35;13.6167
CZ;44001;Hořenec;Ústecký kraj;Louny;50.4667;13.8167
CZ;44001;Chraberce;Ústecký kraj;Louny;50.4167;13.8333
CZ;44001;Vlčí;Ústecký kraj;Louny;50.3333;13.85
CZ;44001;Telce;Ústecký kraj;Louny;50.3;13.9833
CZ;44001;Radonice nad Ohří;Ústecký kraj;Louny;50.3833;13.9167
CZ;44001;Obora;Ústecký kraj;Louny;50.3667;13.8667
CZ;44001;Černochov;Ústecký kraj;Louny;50.35;14.0333
CZ;44001;Bedřichovice;Ústecký kraj;Louny;50.3;13.8833
CZ;44001;Orasice;Ústecký kraj;Louny;50.3833;13.9
CZ;44001;Počedělice;Ústecký kraj;Louny;50.3667;13.8833
